id,object,result_position,address,booking_link,cid,country,city,category,description,email,facebook,has_owner,health,instagram,lat,lng,last_opening_hours_updated_at,main_image_url,menu,name,opening_hours,phone,plus_code,poi,price,popular_times,ratings,score,url,website,zero_x,zip_code,collected_at,input_url,input_language,input_max_results,input_details
"7682304","result","87","63 Hickory St W, Waterloo, ON N2L 3H2, Canada","https://www.exclamationfusion.com/","14149490870468323942","Canada","Waterloo","Japanese restaurant, Art gallery, Asian fusion restaurant, Ramen restaurant","Funky, modern diner-gallery with Asian eats such as small plates, hot pots, dumplings & bento boxes.",,,"t","f",,"43.4772183","-80.5309503",,"https://lh5.googleusercontent.com/p/AF1QipMoLEVQtRk9yMCNUoiIQwIKjFRPJ1swFdER73c1","http://exclamationfusion.com/","Exclamation Waterloo","Sunday 12–9 PM, Monday 12–9 PM, Tuesday Closed, Wednesday 12–9 PM, Thursday 12–9 PM, Friday 12–9 PM, Saturday 12–9 PM","+15199548866","FFG9+VJ Waterloo, Ontario, Canada","Kerbside pickup, Delivery, Takeaway, Dine-in, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Alcohol, Beer, Cocktails, Healthy options, Late-night food, Small plates, Spirits, Vegetarian options, Wine, Lunch, Dinner, Catering, Dessert, Seating, Bar on site, Toilets, Wi-Fi, Wi-Fi, Casual, Cosy, Family friendly, Groups, Accepts reservations, Credit cards, Debit cards, Mobile Wallets, Credit cards, Good for kids, High chairs, Free street parking",,"","494","4.7","https://www.google.com/maps/place/Exclamation+Waterloo/@43.47722,-80.53095/data=!3m1!4b1!4m6!3m5!1s0x882bf3f652a2a84b:0xc45d16fabee5aa66!8m2!3d43.47722!4d-80.53095!16s%2Fg%2F11cn5qhsq6","http://www.exclamationfusion.com/","0x882bf3f652a2a84b:0xc45d16fabee5aa66","N2L 3H2","2024-07-08 01:49:35.616586+00","https://www.google.com/maps/search/restaurants+in+Waterloo,+ON/@43.4657468,-80.5339136,15z/data=!3m1!4b1?hl=en-US&entry=ttu","en","200","t"
"7682305","result","8","15 King St S, Waterloo, ON N2J 1N9, Canada",,"5173115091454381474","Canada","Waterloo","Pizza restaurant, Italian restaurant, Pizza delivery, Pizza Takeout","Casual neighborhood spot for authentic Neapolitan pizzas, pasta & sandwiches, plus beer & cocktails.",,"https://www.facebook.com/famosowaterloo, http://facebook.com/famosopizza","t","f","https://www.instagram.com/famosowaterloo","43.4643793","-80.5223374","Confirmed by this business 4 weeks ago","https://lh5.googleusercontent.com/p/AF1QipOtHEleg4KotxcdAYqO7UwiwzpSkVHXQDmUT0ls","https://famoso.ca/order-online/","Famoso Italian Pizzeria - Waterloo","Sunday 11:30 AM–10 PM, Monday 11:30 AM–10 PM, Tuesday 11:30 AM–10 PM, Wednesday 11:30 AM–10 PM, Thursday 11:30 AM–10 PM, Friday 11:30 AM–11 PM, Saturday 11:30 AM–11 PM","+15199541900","FF7H+Q3 Waterloo, Ontario, Canada","Outdoor seating, Kerbside pickup, No-contact delivery, Delivery, Takeaway, Dine-in, Great cocktails, Sport, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Alcohol, Beer, Cocktails, Coffee, Happy-hour food, Healthy options, Small plates, Spirits, Vegan options, Vegetarian options, Wine, Lunch, Dinner, Catering, Counter service, Dessert, Seating, Bar on site, Toilets, Casual, Cosy, Family friendly, Groups, Accepts reservations, Credit cards, Debit cards, Mobile Wallets, Credit cards, Good for kids, Has changing table(s), High chairs, Kids' menu, Free parking lot, Free street parking, Parking, Dogs allowed, Dogs allowed outside","Moderately expensive","","1964","4.4","https://www.google.com/maps/place/Famoso+Italian+Pizzeria+-+Waterloo/@43.46438,-80.52234/data=!3m1!4b1!4m6!3m5!1s0x882bf40d575f0537:0x47ca98c47059cda2!8m2!3d43.46438!4d-80.52234!16s%2Fg%2F1ptw_cnjx","https://famoso.ca/locations/waterloo/","0x882bf40d575f0537:0x47ca98c47059cda2","N2J 1N9","2024-07-08 01:48:03.852157+00","https://www.google.com/maps/search/restaurants+in+Waterloo,+ON/@43.4657468,-80.5339136,15z/data=!3m1!4b1?hl=en-US&entry=ttu","en","200","t"
"7682306","result","120","2 King St N, Waterloo, ON N2J 1N8, Canada","https://www.waitlist.me/w/12471080411","1247387614425112727","Canada","Waterloo","Breakfast restaurant",,,"https://www.facebook.com/pursimpleca","t","f",,"43.46537","-80.52220729999999",,"https://lh5.googleusercontent.com/p/AF1QipN1ICWfgcZg4VN2nyPqUzq-iae4m2fQm8NatlsN",,"Pür & Simple","Sunday 7 AM–3 PM, Monday 7 AM–3 PM, Tuesday 7 AM–3 PM, Wednesday 7 AM–3 PM, Thursday 7 AM–3 PM, Friday 7 AM–3 PM, Saturday 7 AM–3 PM","+15199541004","FF8H+44 Waterloo, Ontario, Canada","Delivery, Takeaway, Dine-in, Wheelchair-accessible seating, Wheelchair-accessible toilet, Alcohol, Beer, Cocktails, Coffee, Healthy options, Spirits, Wine, Breakfast, Brunch, Lunch, Catering, Dessert, Seating, Toilets, Casual, Cosy, Groups, Accepts reservations, Credit cards, Debit cards, Mobile Wallets, Credit cards, Good for kids, High chairs, Kids' menu, Free parking lot, Free street parking, Parking","Moderately expensive","","2435","4.7","https://www.google.com/maps/place/Pür+&+Simple/@43.46537,-80.52221/data=!3m1!4b1!4m6!3m5!1s0x882bf566f91b9861:0x114f9c6d2707e097!8m2!3d43.46537!4d-80.52221!16s%2Fg%2F11rxw9cdjn","https://pursimple.com/waterloo/","0x882bf566f91b9861:0x114f9c6d2707e097","N2J 1N8","2024-07-08 01:50:13.519036+00","https://www.google.com/maps/search/restaurants+in+Waterloo,+ON/@43.4657468,-80.5339136,15z/data=!3m1!4b1?hl=en-US&entry=ttu","en","200","t"
"7682307","result","41","280 Lester St #112, Waterloo, ON N2L 3W5, Canada","http://mannasfoodexpress.order-online.ai/#/","3964220872340143142","Canada","Waterloo","Indian restaurant, Biryani restaurant, North Indian restaurant, South Indian restaurant",,"mannasfoodexpress@gmail.com","https://www.facebook.com/profile.php","t","f","https://www.instagram.com/mannasfoodexpress","43.4758761","-80.5356872","Updated by this business 5 weeks ago","https://lh5.googleusercontent.com/p/AF1QipO7ed2MaNxBLr4qrgQ7jkTSUhZqIN8vaY3HTFC0",,"Manna's Food Express","Sunday 11 AM–12 AM, Monday 11 AM–12 AM, Tuesday 11 AM–12 AM, Wednesday 11 AM–12 AM, Thursday 11 AM–12 AM, Friday 11 AM–12 AM, Saturday 11 AM–12 AM","+15197252722","FFG7+9P Waterloo, Ontario, Canada","Kerbside pickup, Delivery, Takeaway, Dine-in, Sport, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Coffee, Halal food, Late-night food, Organic dishes, Small plates, Vegan options, Vegetarian options, Breakfast, Lunch, Dinner, Catering, Counter service, Dessert, Seating, Gender-neutral toilets, Toilets, Casual, Family friendly, Groups, LGBTQ+ friendly, Transgender safe space, Accepts reservations, Credit cards, Debit cards, Mobile Wallets, Credit cards, Good for kids, Free parking lot, Free street parking, Parking, Dogs allowed","Moderately expensive","","1392","4.7","https://www.google.com/maps/place/Manna's+Food+Express/@43.47588,-80.53569/data=!3m1!4b1!4m6!3m5!1s0x882bf33699f1bd4d:0x3703bde14b05fc26!8m2!3d43.47588!4d-80.53569!16s%2Fg%2F11s4xbzl0y","https://mannasfoods.ca/home","0x882bf33699f1bd4d:0x3703bde14b05fc26","N2L 3W5","2024-07-08 01:48:39.364392+00","https://www.google.com/maps/search/restaurants+in+Waterloo,+ON/@43.4657468,-80.5339136,15z/data=!3m1!4b1?hl=en-US&entry=ttu","en","200","t"
"7682308","result","37","425 University Ave, Waterloo, ON N2K 4C9, Canada",,"17792498263339434271","Canada","Waterloo","Greek restaurant","Colourful booth-lined cafe offering familiar Greek & Mediterranean meals for lunch & dinner.","themediterraneokw@gmail.com","https://www.facebook.com/themediterraneo","t","f","https://www.instagram.com/themediterraneokw","43.4885492","-80.4922378",,"https://lh5.googleusercontent.com/p/AF1QipN9bcEdI3wv0sU5A5MMq-RfIUOChvNdo1Blt1pk","http://www.mediterraneokw.com/","Mediterraneo Family Restaurant","Sunday Closed, Monday Closed, Tuesday 11:30 AM–8 PM, Wednesday 11:30 AM–8 PM, Thursday 11:30 AM–8 PM, Friday 11:30 AM–9 PM, Saturday 11:30 AM–9 PM","+15195698100","FGQ5+C4 Waterloo, Ontario, Canada","Outdoor seating, Kerbside pickup, No-contact delivery, Delivery, Takeaway, Dine-in, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Alcohol, Beer, Cocktails, Coffee, Halal food, Healthy options, Small plates, Spirits, Wine, Lunch, Dinner, Catering, Dessert, Seating, Bar on site, Toilets, Wi-Fi, Wi-Fi, Casual, Cosy, Family friendly, Groups, Accepts reservations, Credit cards, Debit cards, Mobile Wallets, Credit cards, Good for kids, High chairs, Kids' menu, Free parking lot, Free street parking, Parking","Moderately expensive","","1260","4.6","https://www.google.com/maps/place/Mediterraneo+Family+Restaurant/@43.48855,-80.49224/data=!3m1!4b1!4m6!3m5!1s0x882bf37360171063:0xf6eba6e6dd1a011f!8m2!3d43.48855!4d-80.49224!16s%2Fg%2F1tc_x763","http://www.mediterraneokw.com/","0x882bf37360171063:0xf6eba6e6dd1a011f","N2K 4C9","2024-07-08 01:48:35.099126+00","https://www.google.com/maps/search/restaurants+in+Waterloo,+ON/@43.4657468,-80.5339136,15z/data=!3m1!4b1?hl=en-US&entry=ttu","en","200","t"
"7682310","result","108","62 Balsam St b103, Waterloo, ON N2L 3H2, Canada","https://www.ubereats.com/ca/store/bogda/XsaQzmHoStyz3XG5RGsTRA?utm_campaign=place-action-link&utm_medium=organic&utm_source=google","6997541093063832992","Canada","Waterloo","Restaurant, Uyghur cuisine restaurant","The Uyghur cuisine of Central Asia served in a casual space decorated with objects from the region.",,,"t","f",,"43.4763939","-80.5299072","Updated by this business 2 weeks ago","https://lh5.googleusercontent.com/p/AF1QipNxY_vecrCwwf6dUpQQ9Ad7CBwdH0b9Zh8Gj6gx","http://bogda.ca/menu","Bogda Restaurant","Sunday 12–9:30 PM, Monday 4–9:30 PM, Tuesday 4–9:30 PM, Wednesday 4–9:30 PM, Thursday 4–9:30 PM, Friday 4–9:30 PM, Saturday 12–9:30 PM","+15198862929","FFGC+H2 Waterloo, Ontario, Canada","Delivery, Takeaway, Dine-in, Wheelchair-accessible toilet, Halal food, Lunch, Dinner, Dessert, Toilets, Casual, Cosy, Groups, Accepts reservations, Credit cards, Debit cards, Mobile Wallets, Credit cards, Free street parking","Moderately expensive","","457","4.5","https://www.google.com/maps/place/Bogda+Restaurant/@43.47639,-80.52991/data=!3m1!4b1!4m6!3m5!1s0x882bf3f652a2a84b:0x611c428cb144b5a0!8m2!3d43.47639!4d-80.52991!16s%2Fg%2F11c0pzd0yr",,"0x882bf3f652a2a84b:0x611c428cb144b5a0","N2L 3H2","2024-07-08 01:50:01.340054+00","https://www.google.com/maps/search/restaurants+in+Waterloo,+ON/@43.4657468,-80.5339136,15z/data=!3m1!4b1?hl=en-US&entry=ttu","en","200","t"
"7682311","result","29","258 King St N Unit #2, Waterloo, ON N2J 2Y9, Canada",,"16848164616245269179","Canada","Waterloo","Korean restaurant",,,,"t","f",,"43.4769867","-80.5247682",,"https://lh5.googleusercontent.com/p/AF1QipN-vEYIjsJqPFHZysoOhuYNcmHcQBb3o-sQb55-",,"Kim's Kitchen","Sunday 4–10 PM, Monday 11:30 AM–10 PM, Tuesday 11:30 AM–10 PM, Wednesday 11:30 AM–10 PM, Thursday 11:30 AM–10 PM, Friday 11:30 AM–11 PM, Saturday 11:30 AM–11 PM","+15198888389","FFGG+Q3 Waterloo, Ontario, Canada","No-contact delivery, Delivery, Takeaway, Dine-in, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Alcohol, Beer, Halal food, Late-night food, Small plates, Vegan options, Vegetarian options, Lunch, Dinner, Seating, Toilets, Casual, Cosy, Groups, Credit cards, Debit cards, Mobile Wallets, Credit cards, Free parking lot, Free street parking, Parking","Moderately expensive","","447","4.8","https://www.google.com/maps/place/Kim's+Kitchen/@43.47699,-80.52477/data=!3m1!4b1!4m6!3m5!1s0x882bf3884f375be3:0xe9d0b473fc9ad2bb!8m2!3d43.47699!4d-80.52477!16s%2Fg%2F11h037q2t2","https://www.kimskitchen.ca/","0x882bf3884f375be3:0xe9d0b473fc9ad2bb","N2J 2Y9","2024-07-08 01:48:27.41506+00","https://www.google.com/maps/search/restaurants+in+Waterloo,+ON/@43.4657468,-80.5339136,15z/data=!3m1!4b1?hl=en-US&entry=ttu","en","200","t"
"7682312","result","114","105 Lexington Rd, Waterloo, ON N2J 4R7, Canada","https://www.skipthedishes.com/dearborn-restaurant?serviceType=collection&utm_source=google&utm_medium=organic&utm_campaign=foodorder","17129805106789445636","Canada","Waterloo","Brunch restaurant, Breakfast restaurant, Cocktail bar, Family restaurant, Lunch restaurant, Restaurant",,"dearbornrestaurant@gmail.com","https://www.facebook.com/profile.php","t","f","https://www.instagram.com/dearbornrestaurant","43.4865686","-80.5175235","Updated by this business 2 weeks ago","https://lh5.googleusercontent.com/p/AF1QipPYyvF8HmXj-5R831RdhmgroQy-2n73SvPZRwEO","https://www.instagram.com/dearbornrestaurant","Dearborn Restaurant","Sunday 8 AM–2 PM, Monday 7 AM–2 PM, Tuesday 7 AM–2 PM, Wednesday 7 AM–2 PM, Thursday 7 AM–2 PM, Friday 7 AM–2 PM, Saturday 8 AM–2 PM","+15197460321","FFPJ+JX Waterloo, Ontario, Canada","No-contact delivery, Delivery, Takeaway, Dine-in, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Alcohol, Beer, Cocktails, Coffee, Salad bar, Small plates, Spirits, Vegetarian options, Wine, Breakfast, Brunch, Lunch, Dinner, Dessert, Seating, Gender-neutral toilets, Toilets, Wi-Fi, Wi-Fi, Casual, Cosy, Family friendly, Groups, LGBTQ+ friendly, Transgender safe space, Accepts reservations, Credit cards, Debit cards, Mobile Wallets, Credit cards, Good for kids, High chairs, Kids' menu, Free parking lot, Free street parking, Parking","Inexpensive","","386","4.5","https://www.google.com/maps/place/Dearborn+Restaurant/@43.48657,-80.51752/data=!3m1!4b1!4m6!3m5!1s0x882bf393ebdbbd29:0xedb94afcaddb7004!8m2!3d43.48657!4d-80.51752!16s%2Fg%2F1tftfyyv","http://dearbornrestaurant.ca/","0x882bf393ebdbbd29:0xedb94afcaddb7004","N2J 4R7","2024-07-08 01:50:07.808767+00","https://www.google.com/maps/search/restaurants+in+Waterloo,+ON/@43.4657468,-80.5339136,15z/data=!3m1!4b1?hl=en-US&entry=ttu","en","200","t"
"7682313","result","80","150 University Ave W Unit 5B, Waterloo, ON N2L 3E4, Canada",,"12917045004188059405","Canada","Waterloo","Restaurant, Afghan restaurant, Family restaurant, Halal restaurant, South Asian restaurant","Grilled kebabs, flatbreads & rice dishes offered in an easygoing, counter-service location.",,"https://www.facebook.com/people/kabob-shack/100063508271135","t","f",,"43.4725836","-80.53625129999999","Updated by this business 1 week ago","https://lh5.googleusercontent.com/p/AF1QipNMxV6JaAREyqOchCmhs5Uhu8QcuJDYaQsMi0Zn","https://onlineordering.mealsy.ca/en/%23/Kabob-Shack/online/menus","Kabob Shack","Sunday 11:30 AM–9:30 PM, Monday 11:30 AM–11:30 PM, Tuesday 11:30 AM–9:30 PM, Wednesday 11:30 AM–9:30 PM, Thursday 11:30 AM–11:30 PM, Friday 11:30 AM–11:30 PM, Saturday 11:30 AM–11:30 PM","+15192080404","FFF7+2F Waterloo, Ontario, Canada","Delivery, Takeaway, Dine-in, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Halal food, Healthy options, Small plates, Vegetarian options, Wine, Lunch, Dinner, Catering, Dessert, Seating, Toilets, Wi-Fi, Wi-Fi, Casual, Cosy, Family friendly, Groups, Accepts reservations, Credit cards, Debit cards, Mobile Wallets, Credit cards, Good for kids, Free parking lot, Free street parking, Parking",,"","884","4.6","https://www.google.com/maps/place/Kabob+Shack/@43.47258,-80.53625/data=!3m1!4b1!4m6!3m5!1s0x882bf507927818a9:0xb3428ffe6e5d070d!8m2!3d43.47258!4d-80.53625!16s%2Fg%2F11fs3264xh","http://kabobshack.ca/","0x882bf507927818a9:0xb3428ffe6e5d070d","N2L 3E4","2024-07-08 01:49:28.577038+00","https://www.google.com/maps/search/restaurants+in+Waterloo,+ON/@43.4657468,-80.5339136,15z/data=!3m1!4b1?hl=en-US&entry=ttu","en","200","t"
"7682314","result","78","92 King St S, Waterloo, ON N2J 1P5, Canada","https://www.skipthedishes.com/the-works-waterloo?serviceType=collection&utm_source=google&utm_medium=organic&utm_campaign=foodorder","15103668059520927506","Canada","Waterloo","Hamburger restaurant, American restaurant, Family restaurant, Takeout Restaurant, Restaurant",,,,"t","f",,"43.463159","-80.52148799999999","Updated by this business 12 weeks ago","https://lh5.googleusercontent.com/p/AF1QipOgTEDEj026rmGJUAfES5vwLgkCwJSNkg5C2Hgd","https://worksburger.com/menu/%3Futm_source%3DG%26utm_medium%3DLPM%26utm_campaign%3DMTY","The WORKS Craft Burgers & Beer","Sunday 11:30 AM–9 PM, Monday 11:30 AM–9 PM, Tuesday 11:30 AM–9 PM, Wednesday 11:30 AM–9 PM, Thursday 11:30 AM–9 PM, Friday 11:30 AM–10 PM, Saturday 11:30 AM–10 PM","+15198856000","FF7H+7C Waterloo, Ontario, Canada","Delivery, Takeaway, Dine-in, Fast service, Fireplace, Great cocktails, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Alcohol, Beer, Late-night food, Quick bite, Salad bar, Small plates, Wine, Breakfast, Lunch, Dinner, Catering, Dessert, Seating, Toilets, Casual, Cosy, Family friendly, Groups, LGBTQ+ friendly, Transgender safe space, Accepts reservations, Credit cards, Debit cards, Mobile Wallets, Credit cards, Good for kids, High chairs, Free parking lot, Free street parking, Parking","Moderately expensive","","1555","4.1","https://www.google.com/maps/place/The+WORKS+Craft+Burgers+&+Beer/@43.46316,-80.52149/data=!3m1!4b1!4m6!3m5!1s0x882bf40b72ccda71:0xd19b0213d5288712!8m2!3d43.46316!4d-80.52149!16s%2Fg%2F11g_0tsj9","https://worksburger.com/%3Futm_source%3DG%26utm_medium%3DLPM%26utm_campaign%3DMTY","0x882bf40b72ccda71:0xd19b0213d5288712","N2J 1P5","2024-07-08 01:49:26.654756+00","https://www.google.com/maps/search/restaurants+in+Waterloo,+ON/@43.4657468,-80.5339136,15z/data=!3m1!4b1?hl=en-US&entry=ttu","en","200","t"
"7682315","result","42","253 King St N, Waterloo, ON N2J 2Y8, Canada",,"8320703062295446789","Canada","Waterloo","Restaurant",,,"https://www.facebook.com/gyubeejapanesegrill","t","f","https://www.instagram.com/gyubeejapanesegrill","43.476694099999996","-80.5254824",,"https://lh5.googleusercontent.com/p/AF1QipOrOjRjubcb8lFz7beOGnHnm9DAI40S_e0I4dtu",,"Gyubee Japanese Grill (Waterloo)","Sunday 11:30 AM–10:30 PM, Monday 11:30 AM–10:30 PM, Tuesday 11:30 AM–10:30 PM, Wednesday 11:30 AM–10:30 PM, Thursday 11:30 AM–10:30 PM, Friday 11:30 AM–10:30 PM, Saturday 11:30 AM–10:30 PM","+12268060186","FFGF+MR Waterloo, Ontario, Canada","Delivery, Dine-in, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, All you can eat, Small plates, Lunch, Dinner, Dessert, Toilets, Casual, Groups, Accepts reservations, Credit cards, Debit cards, Free parking lot, Free street parking, Parking",,"","440","4.5","https://www.google.com/maps/place/Gyubee+Japanese+Grill+(Waterloo)/@43.47669,-80.52548/data=!3m1!4b1!4m6!3m5!1s0x882bf3638b9746ab:0x73791359a5a00505!8m2!3d43.47669!4d-80.52548!16s%2Fg%2F11k9k59c4k","https://www.gyubeejapanesegrill.com/","0x882bf3638b9746ab:0x73791359a5a00505","N2J 2Y8","2024-07-08 01:48:40.569197+00","https://www.google.com/maps/search/restaurants+in+Waterloo,+ON/@43.4657468,-80.5339136,15z/data=!3m1!4b1?hl=en-US&entry=ttu","en","200","t"
"7682316","result","62","42 Northfield Dr E, Waterloo, ON N2L 6A1, Canada","http://www.thekeg.com/en/locations/waterloo","4594897692909518682","Canada","Waterloo","Restaurant, Bar, Bar & grill, Cocktail bar, Lunch restaurant, Seafood restaurant, Steak house, Wine bar","Classic steak & seafood dishes are the mainstays at this stylish yet casual chain restaurant.","justin.ellingsen@kegrestaurants.com, lee.terreberry@kegrestaurants.com, huntclub@kegrestaurants.com, jeroen.vanderwolf@kegrestaurants.com, gi@kegrestaurants.com, alberni@kegrestaurants.com, legal@kegrestaurants.com, manor@kegrestaurants.com, kingwest@kegrestaurants.com, jenn.anthony@kegrestaurants.com","https://www.facebook.com/thekegsteakhouseandbar","t","f","https://www.instagram.com/thekegsteakhouse","43.5031642","-80.53029649999999",,"https://lh5.googleusercontent.com/p/AF1QipOtCWp0i7CkqojdAeTsXipGUeC8wM3ho7u8sKlc","http://www.thekeg.com/en/locations/waterloo/menu","The Keg Steakhouse + Bar - Waterloo","Sunday 3–9 PM, Monday 4–10 PM, Tuesday 4–10 PM, Wednesday 4–10 PM, Thursday 4–10 PM, Friday 4–11 PM, Saturday 3–11 PM","+15197254444","GF39+7V Waterloo, Ontario, Canada","Kerbside pickup, Takeaway, Dine-in, Fireplace, Great cocktails, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Alcohol, Beer, Cocktails, Coffee, Healthy options, Late-night food, Organic dishes, Spirits, Vegetarian options, Wine, Lunch, Dinner, Dessert, Seating, Bar on site, Toilets, Wi-Fi, Wi-Fi, Cosy, Romantic, Upmarket, Groups, Accepts reservations, Credit cards, Debit cards, Mobile Wallets, Credit cards, High chairs, Kids' menu, Free parking lot, Free street parking, Parking","Expensive","","2522","4.5","https://www.google.com/maps/place/The+Keg+Steakhouse+++Bar+-+Waterloo/@43.50316,-80.5303/data=!3m1!4b1!4m6!3m5!1s0x882bf3dac93d97c3:0x3fc45b1b5d223f5a!8m2!3d43.50316!4d-80.5303!16s%2Fg%2F1tflb91n","http://www.thekeg.com/en/locations/waterloo","0x882bf3dac93d97c3:0x3fc45b1b5d223f5a","N2L 6A1","2024-07-08 01:49:05.256118+00","https://www.google.com/maps/search/restaurants+in+Waterloo,+ON/@43.4657468,-80.5339136,15z/data=!3m1!4b1?hl=en-US&entry=ttu","en","200","t"
"7682318","result","45","222 Albert St, Waterloo, ON N2L 3T6, Canada","https://www.ubereats.com/ca/store/gladiator-burger-%26-steak-waterloo/uWv4Kpn6Vu6PjYevQ0RHtg?utm_campaign=place-action-link&utm_medium=organic&utm_source=google","18362367787053773474","Canada","Waterloo","Hamburger restaurant",,"gladiatorburger@gmail.com, losangeles@restaurantex.com","https://www.facebook.com/gladiatorburgers","t","f","https://www.instagram.com/gladiatorburger, https://www.instagram.com/gladiatorburger/","43.474011399999995","-80.53161209999999","Updated by others 7 weeks ago","https://lh5.googleusercontent.com/p/AF1QipMWY5ULsm6_8g16hzb5bR0uUveKrsHeo7-CirSA",,"Gladiator Burger Waterloo","Sunday 12–11 PM, Monday 11:30 AM–11 PM, Tuesday 11:30 AM–11 PM, Wednesday 11:30 AM–11 PM, Thursday 11:30 AM–11 PM, Friday 11:30 AM–2 AM, Saturday 11:30 AM–2 AM","+15197257777","FFF9+J9 Waterloo, Ontario, Canada","Kerbside pickup, Delivery, Takeaway, Dine-in, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Halal food, Late-night food, Organic dishes, Vegetarian options, Lunch, Dinner, Seating, Toilets, Wi-Fi, Wi-Fi, Casual, Family friendly, Groups, Accepts reservations, Credit cards, Debit cards, Mobile Wallets, Credit cards, Good for kids, Free parking lot, Free street parking, Parking",,"","1135","4.8","https://www.google.com/maps/place/Gladiator+Burger+Waterloo/@43.47401,-80.53161/data=!3m1!4b1!4m6!3m5!1s0x882bf52ead6440d9:0xfed43c36de6a72a2!8m2!3d43.47401!4d-80.53161!16s%2Fg%2F11kq7vzmrv","http://www.gladiatorburger.com/","0x882bf52ead6440d9:0xfed43c36de6a72a2","N2L 3T6","2024-07-08 01:48:43.629184+00","https://www.google.com/maps/search/restaurants+in+Waterloo,+ON/@43.4657468,-80.5339136,15z/data=!3m1!4b1?hl=en-US&entry=ttu","en","200","t"
"7682319","result","15","34 King St S, Waterloo, ON N2J 2X5, Canada","https://www.empressindia.ca/reservations","12545408916680370414","Canada","Waterloo","Indian restaurant, Asian restaurant, Halal restaurant, Modern Indian restaurant, North Indian restaurant","Casual restaurant with classic Indian dishes, a bar serving cocktails & a lunch menu.",,"https://www.facebook.com/empressindia","t","f","https://www.instagram.com/empresswaterloo","43.4645082","-80.5219955","Updated by this business 1 week ago","https://lh5.googleusercontent.com/p/AF1QipMlfl0lejovUUq_WVwdHxbgb87d5PnvmtCIKWTN","https://www.empressindia.ca/menu","Empress Of India","Sunday 11:30 AM–11 PM, Monday 11:30 AM–2:30 PM 4:30–11 PM, Tuesday 11:30 AM–2:30 PM 4:30–11 PM, Wednesday 11:30 AM–2:30 PM 4:30–11 PM, Thursday 11:30 AM–11 PM, Friday 11:30 AM–11 PM, Saturday 11:30 AM–11 PM","+15198831314","FF7H+R6 Waterloo, Ontario, Canada","Kerbside pickup, No-contact delivery, Delivery, On-site services, Takeaway, Dine-in, Great tea selection, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Alcohol, Beer, Cocktails, Coffee, Halal food, Healthy options, Late-night food, Organic dishes, Small plates, Spirits, Vegan options, Vegetarian options, Wine, Lunch, Dinner, Catering, Counter service, Dessert, Seating, Bar on site, Toilets, Wi-Fi, Wi-Fi, Casual, Cosy, Groups, Accepts reservations, Credit cards, Debit cards, Mobile Wallets, Credit cards, Good for kids, High chairs, Kids' menu, Free parking lot, Free street parking, Paid parking lot, Paid street parking, Parking","Moderately expensive","","1394","4.3","https://www.google.com/maps/place/Empress+Of+India/@43.46451,-80.522/data=!3m1!4b1!4m6!3m5!1s0x882bf40c9a32f395:0xae1a3ef0f8c068ee!8m2!3d43.46451!4d-80.522!16s%2Fg%2F1vsps3wn","https://www.empressindia.ca/","0x882bf40c9a32f395:0xae1a3ef0f8c068ee","N2J 2X5","2024-07-08 01:48:10.848574+00","https://www.google.com/maps/search/restaurants+in+Waterloo,+ON/@43.4657468,-80.5339136,15z/data=!3m1!4b1?hl=en-US&entry=ttu","en","200","t"
